pod_name,epi_name,id,level,text,isFriendly,Sentiment,likeCount,replyCount
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,6737742ca448657170350998,1,开头的雨声很舒适～今晚刚好也下雨了:umbrella_with_rain_drops:,True,0.9366748332977295,4,1
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,6739828ec0df0c35500e5967,1,讲得很好很细致，女性尤其容易像那只流浪小猫，我们永远要记得自己有能力给自己一个家:house:,True,0.9425126910209656,3,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673b6647a7e8094f7a72d049,1,这期讲得非常好，万老师的内心真的好柔软~（ '▿ ' ）,True,0.9531921148300171,2,1
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673bebcf7105ce69f33e76db,1,"喜欢你的开头，喜欢你的洞察，谢谢雨尘。be brave, be positive :smiling_face_with_smiling_eyes:",True,0.9525200724601746,1,1
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673b1641343727cd5ea2181d,1,还是享受miss万的独白 大概是因为总能听到一些自己的轨迹和获得一些启示 对妮妮的溺爱大概是因为看到自己曾经的创伤和需求吧 所以才会毫无保留地付出 仿佛曾经的自己获得了想要的爱,True,0.9199147820472717,1,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,6738721ea0fecd8da7abad7a,1,养猫人士好有共鸣！最近也和老妈在交流养猫心得，老妈收留了两只，但是性格差异超级大，我收留了一只，感到性格差异来自于那段收留前的流浪经历，给小小的它们留下了很大的印象，导致一只会踩奶，会呼呼，会粘人，另一只从来不粘人，也不打呼，也不踩奶，粮食也是抢着吃，感觉怎么也吃不饱，性格决定命运，好像也适合动物们。从养猫其实也是觉察自己，治愈自己，看见自己的过程～,True,0.9265475869178772,2,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673997448d4501a06a77592e,1,33:53 小猫咪身上都觉察到这么多！,True,0.9062230587005615,1,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,67382c52a58eee2925626aab,1,I love you but I don’t want to have you again,True,0.5972852110862732,2,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673addc45e7db598b403d017,1,29:00 天呐！在一只猫猫身上看到了一点自己,True,0.7992081046104431,0,1
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673945017d7af88bd014a6d8,1,这期 好感动 要落泪了,True,0.9485914707183838,1,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,6737fb8bdb8a2c5dbf8996a0,1,讲的太对了！我以前有点像妮妮，现在不了,True,0.9455212950706482,2,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,67377d0d265c18d8b2a016ae,1,封面满分，伤透了走的就很决绝,True,0.9460484981536865,2,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673fc15c0969a77dad801994,1,12:01 好像“确定被爱”是一种“褒奖”，是一种觉得我很棒的证明。这是不合理的。,False,0.6553127765655518,0,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673fc068b3577161ed65a3ad,1,11:39 我们还是太执着“被爱”了,True,0.5247534513473511,0,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673f34c096781beded4191c9,1,41:15 天哪姐姐这句说的太好了,True,0.8461121320724487,0,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673f341045a86fce72a13731,1,34:20 :loudly_crying_face::loudly_crying_face::loudly_crying_face:姐姐你对妮妮也好细心,True,0.871605634689331,0,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673df7f29c45e83f985df6d0,1,可以出一期怎么练习强大吗？,True,0.8042130470275879,0,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673a8cb3dae8ab22d6c4d914,1,一语道破,True,0.9005980491638184,0,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,673a8a7db71b88529b7e576a,1,因为我感觉我们还可以将就将就，因为我觉得我们还可以回到从前。因为人都是可以改变的。这就是为不分手而找的借口。明明知道自己很想分手，但是还死皮赖脸的纠缠。,False,0.863103985786438,0,0
真空世界 ,Vol.067 走出困境，要允许自己做个“坏”人,6739b955def5bf917b216e11,1,好棒啊！,True,0.9391184449195862,0,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e96fbcbcba04b03a62052,1,52:14 没必要标签化任何一类人,False,0.6680750846862793,5,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,67300d01cbcba04b039f7290,1,听得太爽了！,True,0.9479967355728149,3,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,6730304cd09996c0567f0f58,1,好可怕啊这个片段！女性真不容易:loudly_crying_face::loudly_crying_face::face_with_steam_from_nose::face_with_steam_from_nose:所以为什么现在女性要攻击女性,False,0.7900533676147461,2,1
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e42f22bf8582d440f065c,1,15:21 哈哈哈哈哈哈 咏梅！任素汐！,True,0.7427844405174255,4,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e33dc252dc4e9ce6e3f5d,1,线下有观众的氛围很好啊 ， 讲得爽 展览也很棒,True,0.9516274333000183,4,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e32e060cc0917324cd59b,1,讲得超级好，关注来自女性的困境！女性需要被听到，我们需要上桌吃饭,True,0.952393651008606,3,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,6732a369d89c9bdd77499492,1,51:08 我也不同意,True,0.9230194091796875,1,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,673204ebfd53c76206e66feb,1,21:21 太爽了！！！,True,0.9243788719177246,1,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,67309ffa2edb885e2acd76b9,1,53:31 厉害厉害:thumbs_up:,False,0.7575161457061768,1,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,6732f2203adf0c73be4e08f1,1,00:00 吴迪老师可以开播客吗？十分愿意听你分享。:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:我开闹了（开个玩笑:blue_heart::blue_heart::red_heart:）,True,0.8809546828269958,0,1
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672ec46ca98742c978be0c3f,1,21:37 太精彩了hhhh！,True,0.9390369057655334,2,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,6736ca8a537df37a5c49b875,1,21:27 好会骂！喜欢喜欢,True,0.7958530783653259,0,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,6733e78ffde315eee96bb649,1,我们终身生活中信息茧房里,True,0.9366233944892883,0,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,673198e1c4ee40f1b699a478,1,15:40 天呐我也想到了哈哈,True,0.6454654932022095,0,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e33d4c333c94339aa98d2,1,我来康康，那么难剪的一期节目你整啥样儿了？:face_with_hand_over_mouth::face_with_tears_of_joy:,False,0.9128663539886475,1,1
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e2f62667d14db25dcdcd7,1,雨尘好(˵¯͒:wavy_dash:¯͒˵),True,0.9051993489265442,1,1
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672ef57b31d452ef523df6e4,1,在清华艺博的一个普展里认识了这位民国艺术女性 人生开局即父母双亡 被卖到妓院当丫鬟 之后被时任芜湖海关督监的同盟会会员潘赞化拯救 并与之结婚 讨袁二次革命失败后随丈夫寓居上海 跟随一个美术教员学画并考入上海美专西洋画科 1921年在蔡元培发起的官派留学项目背景下考取法国里昂中法大学 正式开启艺术之路 可谓是逆天改命了 老太太活了82岁 葬在巴黎一处很有名的墓园里,True,0.9202320575714111,1,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e98106793cdec0ec760a7,1,59:40 哈哈哈哈哈哈 “奶奶 我不想努力了”,True,0.7739733457565308,1,0
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672ef252ae89ca509e6412bb,1,20:51 哈哈哈哈哈哈哈说的好,True,0.8449373245239258,0,1
真空世界 ,生于泥潭，我用荆棘编花环｜从潘玉良看女性创作与独立精神,672e5480879fc26a6647626c,1,这期必须上首页,True,0.9307059049606323,1,0
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,67272360e39f6ada836584bc,1,超级喜欢你们两个的搭档啊啊啊啊多更爱听！,True,0.9535743594169617,4,0
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,6725772e9031f090220e2110,1,好惊喜啊啊啊啊，聊到了阿加莎！好早之前看过东方快车和无人生还等原著还有电影，都好好看！,True,0.953726053237915,2,0
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,6725b39c998fda5768ae9545,1,哈哈哈哈哈哈哈终于聊到了我喜欢的阿加莎！初高中的时候最爱看她的悬疑小说了～每次看外国的悬疑小说都必须要做笔记，不然里面的外国名字太多了，最后都不知道到底是谁死了，凶手是谁哈哈哈哈哈,True,0.9432336688041687,1,1
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,67258739eed2cdc99fa74376,1,1:05:15 雨尘这里要剪辑一下下,True,0.5401795506477356,1,1
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,6726d252c4d7605b4ef012d7,1,论人性的丰富我还是最爱shameless,True,0.9392848014831543,1,0
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,6725df5f0286e69d801332ee,1,这期太精彩了！Bravo!周末就打算去看看她的纪录片！,True,0.9534599184989929,1,0
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,6724fa4b5d56231cbb3532ce,1,沙发~,True,0.8555852770805359,0,2
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,6725937b251a9b70f39d68f5,1,超爱美人局！,True,0.9480724930763245,1,0
真空世界 ,【美人局】06 没有超绝主体性，怎么活出耀眼主角命｜她可是阿加莎克里斯汀,6724fea0ed3922736ac38a21,1,我也来啦！此刻冻得够呛，正在啃banitsa :),True,0.9327017664909363,0,1
